case,layout,seq_index,start,end,target,candidate,max_abs,mean_abs,rmse,ref_rms,rmse_ratio
fixed_long_memory,fixed,0,6144,6400,output_window,bf16_state,0.0014663449129175,0.00023081063251136118,0.00029094196633212886,0.07456608784960714,0.0039018000638431204
fixed_long_memory,fixed,0,6144,6400,output_window,fp32_state,8.968255499897104e-07,1.6307274472733173e-07,2.043140443460687e-07,0.07456608784960714,2.740039745120478e-06
fixed_long_memory,fixed,0,6400,6656,output_window,bf16_state,0.0012106772717745858,0.00023268290933757267,0.00029277318864234607,0.07410249212390663,0.003950922300329666
fixed_long_memory,fixed,0,6400,6656,output_window,fp32_state,9.120824480124412e-07,1.6375535981776286e-07,2.0585573405093794e-07,0.07410249212390663,2.777986652685405e-06
fixed_long_memory,fixed,0,6656,6912,output_window,bf16_state,0.0014127537312982608,0.00022946421571038727,0.0002890439552728065,0.07388580955612646,0.0039120361136902445
fixed_long_memory,fixed,0,6656,6912,output_window,fp32_state,8.040271824993894e-07,1.6327039383388424e-07,2.0447271552730173e-07,0.07388580955612646,2.767415241921069e-06
fixed_long_memory,fixed,0,6912,7168,output_window,bf16_state,0.0012338513940281792,0.0002258324731219691,0.00028397735232857016,0.07370630060864074,0.003852823299820842
fixed_long_memory,fixed,0,6912,7168,output_window,fp32_state,8.625655494309825e-07,1.6219659111034037e-07,2.037373719861879e-07,0.07370630060864074,2.764178507180475e-06
fixed_long_memory,fixed,0,7168,7424,output_window,bf16_state,0.0013138235874955162,0.00022915136220173155,0.00028854790269826125,0.07392208322985817,0.003903405993051244
fixed_long_memory,fixed,0,7168,7424,output_window,fp32_state,9.009166460627327e-07,1.6580241528779958e-07,2.0825458803358223e-07,0.07392208322985817,2.817217520588831e-06
fixed_long_memory,fixed,0,7424,7680,output_window,bf16_state,0.0014006696457211018,0.00022654073534440986,0.0002845990497721539,0.0736424047957855,0.0038646083131228938
fixed_long_memory,fixed,0,7424,7680,output_window,fp32_state,8.17357468985147e-07,1.607250688454954e-07,2.0148900935458744e-07,0.0736424047957855,2.7360460309970552e-06
fixed_long_memory,fixed,0,7680,7936,output_window,bf16_state,0.0014384152679604995,0.00023193201127907857,0.00029144374500883995,0.07373350160070916,0.0039526638323390964
fixed_long_memory,fixed,0,7680,7936,output_window,fp32_state,8.929372707078276e-07,1.6255114315386377e-07,2.0395826564215798e-07,0.07373350160070916,2.766154613769168e-06
fixed_long_memory,fixed,0,7936,8192,output_window,bf16_state,0.001549238228556904,0.00023080301396010132,0.0002899331557901287,0.07401210007564242,0.003917375071019589
fixed_long_memory,fixed,0,7936,8192,output_window,fp32_state,9.225792865219518e-07,1.6182014701222298e-07,2.0335657998178032e-07,0.07401210007564242,2.7476126170442974e-06
fixed_strong_decay,fixed,0,0,256,output_window,bf16_state,6.026843930311172e-07,3.901423070192738e-09,2.1753003728794573e-08,0.007167689984460628,3.0348695013253277e-06
fixed_strong_decay,fixed,0,0,256,output_window,fp32_state,1.259374102224875e-08,5.746309149798911e-10,9.580813077772717e-10,0.007167689984460628,1.336666778075458e-07
fixed_strong_decay,fixed,0,256,512,output_window,bf16_state,5.309068122263255e-07,3.912536288405902e-09,2.128197120327439e-08,0.007489116638932378,2.8417198221535874e-06
fixed_strong_decay,fixed,0,256,512,output_window,fp32_state,1.3838947203470564e-08,6.04593014393452e-10,1.0027818888508355e-09,0.007489116638932378,1.3389855402142442e-07
fixed_strong_decay,fixed,0,512,768,output_window,bf16_state,5.359200134853921e-07,3.887066329107833e-09,2.0676452835372216e-08,0.007501358354445367,2.756361162657851e-06
fixed_strong_decay,fixed,0,512,768,output_window,fp32_state,1.3615762579910484e-08,5.944085566626275e-10,9.836869526615093e-10,0.007501358354445367,1.3113451006890882e-07
fixed_strong_decay,fixed,0,768,1024,output_window,bf16_state,6.010276830531458e-07,3.977245864519989e-09,2.09247125320341e-08,0.007315403474346486,2.860363424302224e-06
fixed_strong_decay,fixed,0,768,1024,output_window,fp32_state,1.1792580398295449e-08,5.805625297582291e-10,9.648683072428012e-10,0.007315403474346486,1.31895432784587e-07
fixed_strong_decay,fixed,0,1024,1280,output_window,bf16_state,6.268449936550069e-07,3.967009723731006e-09,2.1451382369210744e-08,0.007718522410246726,2.7792084066158774e-06
fixed_strong_decay,fixed,0,1024,1280,output_window,fp32_state,1.2570863419658629e-08,5.982541543184272e-10,1.0009530030852049e-09,0.007718522410246726,1.2968194556983985e-07
fixed_strong_decay,fixed,0,1280,1536,output_window,bf16_state,5.878661945308422e-07,4.228948594037123e-09,2.3037270606644044e-08,0.007138312279900005,3.227271335762682e-06
fixed_strong_decay,fixed,0,1280,1536,output_window,fp32_state,1.1895963034080914e-08,5.715728581768021e-10,9.443751258890757e-10,0.007138312279900005,1.3229669547355594e-07
fixed_strong_decay,fixed,0,1536,1792,output_window,bf16_state,6.964653792139062e-07,3.978794801111754e-09,2.0967756980161408e-08,0.007443678789521978,2.816854081570052e-06
fixed_strong_decay,fixed,0,1536,1792,output_window,fp32_state,1.1932427233796172e-08,5.850908503984873e-10,9.76433148883432e-10,0.007443678789521978,1.3117615314861498e-07
fixed_strong_decay,fixed,0,1792,2048,output_window,bf16_state,6.542728001861925e-07,4.13057975741512e-09,2.2156669260154372e-08,0.007974625824809024,2.7783960961810996e-06
fixed_strong_decay,fixed,0,1792,2048,output_window,fp32_state,1.376163794031271e-08,5.963728584095576e-10,9.974984012915613e-10,0.007974625824809024,1.2508403819880156e-07
fixed_low_update,fixed,0,0,256,output_window,bf16_state,6.539513288308348e-09,4.206588052185384e-11,2.1434862050766612e-10,0.00022470379003416974,9.539163557280056e-07
fixed_low_update,fixed,0,0,256,output_window,fp32_state,1.3938900866872217e-09,1.5877484872550506e-12,2.4072582966791318e-11,0.00022470379003416974,1.0713029345491103e-07
fixed_low_update,fixed,0,256,512,output_window,bf16_state,6.714911177245309e-09,4.2452219797301835e-11,2.2204717673177174e-10,2.6365128106218816e-06,8.422002572382603e-05
fixed_low_update,fixed,0,256,512,output_window,fp32_state,5.3085830443143096e-12,2.1351363760505173e-13,3.4929440782798776e-13,2.6365128106218816e-06,1.3248348592154145e-07
fixed_low_update,fixed,0,512,768,output_window,bf16_state,5.851522089118379e-09,4.4445547145523423e-11,2.379268704155014e-10,2.650610252595298e-06,8.976305369019814e-05
